"eid","subject_abbreviation","subject"
"2-s2.0-79960472523","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79958859510","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79958826449","Bio-T","Biosphere - Terrestrial"
"2-s2.0-80051932176","Bio-T","Biosphere - Terrestrial"
"2-s2.0-85012458929","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79960615839","Bio-T","Biosphere - Terrestrial"
"2-s2.0-80053994841","Bio-T","Biosphere - Terrestrial"
"2-s2.0-80053991326","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84886694045","Bio-T","Biosphere - Terrestrial"
"2-s2.0-80053946994","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84863550574","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79957794926","Bio-T","Biosphere - Terrestrial"
"2-s2.0-78751605030","Bio-T","Biosphere - Terrestrial"
"2-s2.0-83055173869","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79956145733","Bio-T","Biosphere - Terrestrial"
"2-s2.0-78650971906","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79960011226","Cryos","Cryosphere"
"2-s2.0-79960498847","Cryos","Cryosphere"
"2-s2.0-80055025151","Cryos","Cryosphere"
"2-s2.0-80051862795","Cryos","Cryosphere"
"2-s2.0-84861825871","Cryos","Cryosphere"
"2-s2.0-79955055048","Cryos","Cryosphere"
"2-s2.0-79958780800","Cryos","Cryosphere"
"2-s2.0-80053091826","Cryos","Cryosphere"
"2-s2.0-79958137387","Cryos","Cryosphere"
"2-s2.0-79956288378","Cryos","Cryosphere"
"2-s2.0-81855180437","Cryos","Cryosphere"
"2-s2.0-79958861176","Geosp","Geosphere"
"2-s2.0-80053997789","Geosp","Geosphere"
"2-s2.0-79951486467","Geosp","Geosphere"
"2-s2.0-79955482430","Geosp","Geosphere"
"2-s2.0-80053606282","Geosp","Geosphere"
"2-s2.0-79961127880","Geosp","Geosphere"
"2-s2.0-80955133947","Geosp","Geosphere"
"2-s2.0-79952149361","Geosp","Geosphere"
"2-s2.0-79958829887","Geosp","Geosphere"
"2-s2.0-78751584803","Geosp","Geosphere"
"2-s2.0-81855195959","Geosp","Geosphere"
"2-s2.0-79959817592","Geosp","Geosphere"
"2-s2.0-79959780045","Geosp","Geosphere"
"2-s2.0-80355125303","Geosp","Geosphere"
"2-s2.0-79955724861","Geosp","Geosphere"
"2-s2.0-79954623587","Geosp","Geosphere"
"2-s2.0-79952818103","Geosp","Geosphere"
"2-s2.0-84947423563","Human","Human"
"2-s2.0-79960381415","Human","Human"
"2-s2.0-80053973157","Human","Human"
"2-s2.0-85011385322","Human","Human"
"2-s2.0-80155160482","Human","Human"
"2-s2.0-78649907096","Human","Human"
"2-s2.0-85011350064","Human","Human"
"2-s2.0-80051512175","Human","Human"
"2-s2.0-80052744564","Human","Human"
"2-s2.0-80055080312","Human","Human"
"2-s2.0-85011349851","Human","Human"
"2-s2.0-79952490341","Ocean","Oceans"
"2-s2.0-79952484171","Ocean","Oceans"
"2-s2.0-79952485575","Ocean","Oceans"
"2-s2.0-80052726018","Ocean","Oceans"
"2-s2.0-79952489756","Ocean","Oceans"
"2-s2.0-79955948122","Ocean","Oceans"
"2-s2.0-79955020047","Ocean","Oceans"
"2-s2.0-81755166566","Space","Space"
"2-s2.0-79953245447","Space","Space"
"2-s2.0-81255138474","Space","Space"
"2-s2.0-77951986118","Atmos","Atmosphere"
"2-s2.0-77955873925","Atmos","Atmosphere"
"2-s2.0-77957763740","Atmos","Atmosphere"
"2-s2.0-77955189544","Atmos","Atmosphere"
"2-s2.0-76349091642","Atmos","Atmosphere"
"2-s2.0-77956297057","Atmos","Atmosphere"
"2-s2.0-77956157449","Atmos","Atmosphere"
"2-s2.0-79951691075","Atmos","Atmosphere"
"2-s2.0-77956507918","Bio","Bioshpere"
"2-s2.0-79952117376","Bio","Bioshpere"
"2-s2.0-77954667440","Bio-M","Biosphere - Marine"
"2-s2.0-77954543957","Bio-M","Biosphere - Marine"
"2-s2.0-77649199045","Bio-M","Biosphere - Marine"
"2-s2.0-77954569680","Bio-M","Biosphere - Marine"
"2-s2.0-78649692678","Bio-M","Biosphere - Marine"
"2-s2.0-78149366156","Bio-M","Biosphere - Marine"
"2-s2.0-79951685676","Bio-M","Biosphere - Marine"
"2-s2.0-78649285317","Bio-M","Biosphere - Marine"
"2-s2.0-79951719414","Bio-M","Biosphere - Marine"
"2-s2.0-77955447004","Bio-M","Biosphere - Marine"
"2-s2.0-78449248742","Bio-M","Biosphere - Marine"
"2-s2.0-77949893802","Bio-M","Biosphere - Marine"
"2-s2.0-77958057703","Bio-M","Biosphere - Marine"
"2-s2.0-77954052336","Bio-M","Biosphere - Marine"
"2-s2.0-78649642440","Bio-M","Biosphere - Marine"
"2-s2.0-77955194032","Bio-M","Biosphere - Marine"
"2-s2.0-78650557559","Bio-M","Biosphere - Marine"
"2-s2.0-76149123523","Bio-M","Biosphere - Marine"
"2-s2.0-77955424329","Bio-M","Biosphere - Marine"
"2-s2.0-78649512700","Bio-M","Biosphere - Marine"
"2-s2.0-77958611138","Bio-M","Biosphere - Marine"
"2-s2.0-78449290200","Bio-M","Biosphere - Marine"
"2-s2.0-77954023848","Bio-M","Biosphere - Marine"
"2-s2.0-77956605095","Bio-M","Biosphere - Marine"
"2-s2.0-78650995700","Bio-M","Biosphere - Marine"
"2-s2.0-77952708268","Bio-M","Biosphere - Marine"
"2-s2.0-77954017366","Bio-M","Biosphere - Marine"
"2-s2.0-77954538410","Bio-M","Biosphere - Marine"
"2-s2.0-77952094086","Bio-M","Biosphere - Marine"
"2-s2.0-74449083008","Bio-M","Biosphere - Marine"
"2-s2.0-77952121771","Bio-M","Biosphere - Marine"
"2-s2.0-77149152495","Bio-M","Biosphere - Marine"
"2-s2.0-78649521561","Bio-M","Biosphere - Marine"
"2-s2.0-77952423668","Bio-M","Biosphere - Marine"
"2-s2.0-77954121952","Bio-M","Biosphere - Marine"
"2-s2.0-78650565890","Bio-M","Biosphere - Marine"
"2-s2.0-78650581363","Bio-M","Biosphere - Marine"
"2-s2.0-77953068341","Bio-M","Biosphere - Marine"
"2-s2.0-78649969296","Bio-M","Biosphere - Marine"
"2-s2.0-78650547151","Bio-M","Biosphere - Marine"
"2-s2.0-77949567712","Bio-M","Biosphere - Marine"
"2-s2.0-77956194647","Bio-M","Biosphere - Marine"
"2-s2.0-77958477199","Bio-M","Biosphere - Marine"
"2-s2.0-77950023773","Bio-M","Biosphere - Marine"
"2-s2.0-77949486122","Bio-M","Biosphere - Marine"
"2-s2.0-75749127785","Bio-M","Biosphere - Marine"
"2-s2.0-77649203681","Bio-M","Biosphere - Marine"
"2-s2.0-77954535276","Bio-M","Biosphere - Marine"
"2-s2.0-77955629930","Bio-M","Biosphere - Marine"
"2-s2.0-80052254688","Bio-M","Biosphere - Marine"
"2-s2.0-77953051358","Bio-M","Biosphere - Marine"
"2-s2.0-77950545726","Bio-M","Biosphere - Marine"
"2-s2.0-76449103049","Bio-M","Biosphere - Marine"
"2-s2.0-77953934371","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79957817834","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77249140574","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951715805","Bio-T","Biosphere - Terrestrial"
"2-s2.0-75749098523","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79551686363","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77950622375","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951717293","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79957846823","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77956443858","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77957888269","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77950789259","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951722847","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951697286","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951690322","Bio-T","Biosphere - Terrestrial"
"2-s2.0-84855873414","Bio-T","Biosphere - Terrestrial"
"2-s2.0-71449099053","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77953872161","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77956227261","Bio-T","Biosphere - Terrestrial"
"2-s2.0-72549092642","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77249095452","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77649191252","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77951767564","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951691626","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951725348","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951727328","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951705566","Bio-T","Biosphere - Terrestrial"
"2-s2.0-79951692604","Bio-T","Biosphere - Terrestrial"
"2-s2.0-77958115248","Cryos","Cryosphere"
"2-s2.0-79955945853","Cryos","Cryosphere"
"2-s2.0-77953696422","Cryos","Cryosphere"
"2-s2.0-73549111330","Cryos","Cryosphere"
"2-s2.0-77952071077","Cryos","Cryosphere"
"2-s2.0-77954356556","Cryos","Cryosphere"
"2-s2.0-77950277082","Cryos","Cryosphere"
"2-s2.0-78649923774","Cryos","Cryosphere"
"2-s2.0-77149176894","Cryos","Cryosphere"
"2-s2.0-78349303964","Cryos","Cryosphere"
"2-s2.0-78649526028","Cryos","Cryosphere"
"2-s2.0-77956123586","Cryos","Cryosphere"
"2-s2.0-79955688661","Geosp","Geosphere"
"2-s2.0-77957774153","Geosp","Geosphere"
"2-s2.0-77953569979","Geosp","Geosphere"
"2-s2.0-77953968333","Geosp","Geosphere"
"2-s2.0-72949084390","Geosp","Geosphere"
"2-s2.0-70649091134","Geosp","Geosphere"
"2-s2.0-77953749552","Geosp","Geosphere"
"2-s2.0-77955532056","Geosp","Geosphere"
"2-s2.0-78650757775","Geosp","Geosphere"
"2-s2.0-77955968707","Geosp","Geosphere"
"2-s2.0-77958512851","Geosp","Geosphere"
"2-s2.0-77952806221","Geosp","Geosphere"
"2-s2.0-78049455964","Geosp","Geosphere"
"2-s2.0-77952893974","Geosp","Geosphere"
"2-s2.0-77954837179","Geosp","Geosphere"
"2-s2.0-78049235246","Geosp","Geosphere"
"2-s2.0-79951707708","Geosp","Geosphere"
"2-s2.0-77950146239","Geosp","Geosphere"
"2-s2.0-77955424621","Human","Human"
"2-s2.0-77950797959","Human","Human"
"2-s2.0-77956436424","Human","Human"
"2-s2.0-78650274992","Human","Human"
"2-s2.0-77954265665","Human","Human"
"2-s2.0-77955551856","Human","Human"
"2-s2.0-78650396150","Human","Human"
"2-s2.0-84874889099","Human","Human"
"2-s2.0-84909630390","Human","Human"
"2-s2.0-73949112798","Human","Human"
"2-s2.0-73949132405","Human","Human"
"2-s2.0-84890632555","Human","Human"
"2-s2.0-77749264621","Ocean","Oceans"
"2-s2.0-77952647797","Ocean","Oceans"
"2-s2.0-77953605670","Ocean","Oceans"
"2-s2.0-79951703145","Ocean","Oceans"
"2-s2.0-72249123185","Ocean","Oceans"
"2-s2.0-77958152557","Space","Space"
"2-s2.0-78149353654","Space","Space"
"2-s2.0-73549105228","Space","Space"
"2-s2.0-70349255703","Atmos","Atmosphere"
"2-s2.0-67649209519","Atmos","Atmosphere"
"2-s2.0-75449117317","Atmos","Atmosphere"
"2-s2.0-57649096478","Atmos","Atmosphere"
"2-s2.0-70449130363","Bio-M","Biosphere - Marine"
"2-s2.0-64249131946","Bio-M","Biosphere - Marine"
"2-s2.0-72249122954","Bio-M","Biosphere - Marine"
"2-s2.0-61449157852","Bio-M","Biosphere - Marine"
"2-s2.0-76849090074","Bio-M","Biosphere - Marine"
"2-s2.0-70349849528","Bio-M","Biosphere - Marine"
"2-s2.0-77950615680","Bio-M","Biosphere - Marine"
"2-s2.0-84863691555","Bio-M","Biosphere - Marine"
"2-s2.0-59349113808","Bio-M","Biosphere - Marine"
"2-s2.0-69849096336","Bio-M","Biosphere - Marine"
"2-s2.0-64249144079","Bio-M","Biosphere - Marine"
"2-s2.0-67649784605","Bio-M","Biosphere - Marine"
"2-s2.0-72449191218","Bio-M","Biosphere - Marine"
"2-s2.0-62549085387","Bio-M","Biosphere - Marine"
"2-s2.0-69849101636","Bio-M","Biosphere - Marine"
"2-s2.0-62949156056","Bio-M","Biosphere - Marine"
"2-s2.0-70450240913","Bio-M","Biosphere - Marine"
"2-s2.0-69649103372","Bio-M","Biosphere - Marine"
"2-s2.0-58549120353","Bio-M","Biosphere - Marine"
"2-s2.0-68349100101","Bio-M","Biosphere - Marine"
"2-s2.0-72949098099","Bio-M","Biosphere - Marine"
"2-s2.0-84897958648","Bio-M","Biosphere - Marine"
"2-s2.0-70449088631","Bio-M","Biosphere - Marine"
"2-s2.0-72749122080","Bio-M","Biosphere - Marine"
"2-s2.0-75449095289","Bio-M","Biosphere - Marine"
"2-s2.0-73349094998","Bio-M","Biosphere - Marine"
"2-s2.0-58649083051","Bio-M","Biosphere - Marine"
"2-s2.0-70350504089","Bio-M","Biosphere - Marine"
"2-s2.0-70349765281","Bio-M","Biosphere - Marine"
"2-s2.0-67049098832","Bio-M","Biosphere - Marine"
"2-s2.0-69149099398","Bio-M","Biosphere - Marine"
"2-s2.0-68149110020","Bio-M","Biosphere - Marine"
"2-s2.0-76849086912","Bio-M","Biosphere - Marine"
"2-s2.0-68049136132","Bio-M","Biosphere - Marine"
"2-s2.0-64249090113","Bio-T","Biosphere - Terrestrial"
"2-s2.0-64249134430","Bio-T","Biosphere - Terrestrial"
"2-s2.0-61449113045","Bio-T","Biosphere - Terrestrial"
"2-s2.0-69849115027","Bio-T","Biosphere - Terrestrial"
"2-s2.0-64649096907","Bio-T","Biosphere - Terrestrial"
"2-s2.0-67649609988","Bio-T","Biosphere - Terrestrial"
"2-s2.0-61449242874","Bio-T","Biosphere - Terrestrial"
"2-s2.0-58249085153","Bio-T","Biosphere - Terrestrial"
"2-s2.0-64149097362","Bio-T","Biosphere - Terrestrial"
"2-s2.0-73949130743","Bio-T","Biosphere - Terrestrial"
"2-s2.0-66749115979","Bio-T","Biosphere - Terrestrial"
"2-s2.0-61449163988","Bio-T","Biosphere - Terrestrial"
"2-s2.0-70349423747","Bio-T","Biosphere - Terrestrial"
"2-s2.0-58149123603","Bio-T","Biosphere - Terrestrial"
"2-s2.0-67651065836","Bio-T","Biosphere - Terrestrial"
"2-s2.0-71849095153","Cryos","Cryosphere"
"2-s2.0-62549140200","Cryos","Cryosphere"
"2-s2.0-77951097006","Cryos","Cryosphere"
"2-s2.0-68249131761","Cryos","Cryosphere"
"2-s2.0-70549111140","Cryos","Cryosphere"
"2-s2.0-67650917767","Cryos","Cryosphere"
"2-s2.0-70349671509","Cryos","Cryosphere"
"2-s2.0-67651111670","Cryos","Cryosphere"
"2-s2.0-68449085125","Cryos","Cryosphere"
"2-s2.0-76849101255","Geosp","Geosphere"
"2-s2.0-71849092830","Geosp","Geosphere"
"2-s2.0-70549107965","Geosp","Geosphere"
"2-s2.0-70449341735","Geosp","Geosphere"
"2-s2.0-70450236950","Geosp","Geosphere"
"2-s2.0-71849085747","Geosp","Geosphere"
"2-s2.0-67949103551","Geosp","Geosphere"
"2-s2.0-60249095565","Geosp","Geosphere"
"2-s2.0-71949100558","Geosp","Geosphere"
"2-s2.0-84889833257","Geosp","Geosphere"
"2-s2.0-67349217741","Geosp","Geosphere"
"2-s2.0-67449155786","Geosp","Geosphere"
"2-s2.0-68349146025","Geosp","Geosphere"
"2-s2.0-84889234645","Geosp","Geosphere"
"2-s2.0-68349152834","Geosp","Geosphere"
"2-s2.0-62649146401","Geosp","Geosphere"
"2-s2.0-77957595817","Geosp","Geosphere"
"2-s2.0-70349780777","Geosp","Geosphere"
"2-s2.0-69049093709","Geosp","Geosphere"
"2-s2.0-84920752287","Geosp","Geosphere"
"2-s2.0-70350399635","Geosp","Geosphere"
"2-s2.0-68349146540","Geosp","Geosphere"
"2-s2.0-84924135093","Human","Human"
"2-s2.0-77749313106","Human","Human"
"2-s2.0-84884876988","Human","Human"
"2-s2.0-74949087002","Human","Human"
"2-s2.0-74349093270","Human","Human"
"2-s2.0-70449512578","Human","Human"
"2-s2.0-67649651673","Human","Human"
"2-s2.0-84917074414","Human","Human"
"2-s2.0-77952202334","Human","Human"
"2-s2.0-84920139923","Human","Human"
"2-s2.0-84906649344","Human","Human"
"2-s2.0-77955585201","Ocean","Oceans"
"2-s2.0-70350067874","Space","Space"
"2-s2.0-70449632870","Space","Space"
"2-s2.0-70449694249","Space","Space"
"2-s2.0-70649102275","Space","Space"
"2-s2.0-68249142916","Space","Space"
"2-s2.0-62649167368","Space","Space"
"2-s2.0-45449098859","Atmos","Atmosphere"
"2-s2.0-71949086274","Atmos","Atmosphere"
"2-s2.0-57549094968","Atmos","Atmosphere"
"2-s2.0-44349102968","Atmos","Atmosphere"
"2-s2.0-38849209966","Atmos","Atmosphere"
"2-s2.0-49849105424","Atmos","Atmosphere"
"2-s2.0-48049111383","Atmos","Atmosphere"
"2-s2.0-44349180791","Bio-M","Biosphere - Marine"
"2-s2.0-38149081219","Bio-M","Biosphere - Marine"
"2-s2.0-58149267480","Bio-M","Biosphere - Marine"
"2-s2.0-44149120980","Bio-M","Biosphere - Marine"
"2-s2.0-42249094023","Bio-M","Biosphere - Marine"
"2-s2.0-44949218331","Bio-M","Biosphere - Marine"
"2-s2.0-55549120237","Bio-M","Biosphere - Marine"
"2-s2.0-36749088503","Bio-M","Biosphere - Marine"
"2-s2.0-57149109583","Bio-M","Biosphere - Marine"
"2-s2.0-50249125860","Bio-M","Biosphere - Marine"
"2-s2.0-53949099627","Bio-M","Biosphere - Marine"
"2-s2.0-44949255217","Bio-M","Biosphere - Marine"
"2-s2.0-53549086382","Bio-M","Biosphere - Marine"
"2-s2.0-49649123101","Bio-M","Biosphere - Marine"
"2-s2.0-55249118852","Bio-M","Biosphere - Marine"
"2-s2.0-56849098375","Bio-M","Biosphere - Marine"
"2-s2.0-52249117216","Bio-M","Biosphere - Marine"
"2-s2.0-38049003138","Bio-M","Biosphere - Marine"
"2-s2.0-55949130593","Bio-M","Biosphere - Marine"
"2-s2.0-45849141541","Bio-M","Biosphere - Marine"
"2-s2.0-49349112873","Bio-M","Biosphere - Marine"
"2-s2.0-38149037301","Bio-M","Biosphere - Marine"
"2-s2.0-53649085275","Bio-M","Biosphere - Marine"
"2-s2.0-54049137706","Bio-M","Biosphere - Marine"
"2-s2.0-44149085399","Bio-M","Biosphere - Marine"
"2-s2.0-57149121686","Bio-M","Biosphere - Marine"
"2-s2.0-47349108785","Bio-M","Biosphere - Marine"
"2-s2.0-54149119816","Bio-M","Biosphere - Marine"
"2-s2.0-39049135675","Bio-M","Biosphere - Marine"
"2-s2.0-50149106305","Bio-M","Biosphere - Marine"
"2-s2.0-39049163003","Bio-T","Biosphere - Terrestrial"
"2-s2.0-57449091301","Bio-T","Biosphere - Terrestrial"
"2-s2.0-42649093501","Bio-T","Biosphere - Terrestrial"
"2-s2.0-57549085934","Bio-T","Biosphere - Terrestrial"
"2-s2.0-58149145612","Bio-T","Biosphere - Terrestrial"
"2-s2.0-42249103098","Bio-T","Biosphere - Terrestrial"
"2-s2.0-37249076021","Bio-T","Biosphere - Terrestrial"
"2-s2.0-49449115703","Bio-T","Biosphere - Terrestrial"
"2-s2.0-38949212927","Bio-T","Biosphere - Terrestrial"
"2-s2.0-44849109605","Bio-T","Biosphere - Terrestrial"
"2-s2.0-38349028588","Bio-T","Biosphere - Terrestrial"
"2-s2.0-57149094858","Bio-T","Biosphere - Terrestrial"
"2-s2.0-40249109033","Bio-T","Biosphere - Terrestrial"
"2-s2.0-50849097884","Cryos","Cryosphere"
"2-s2.0-55549108392","Cryos","Cryosphere"
"2-s2.0-56649085052","Cryos","Cryosphere"
"2-s2.0-71849101364","Geosp","Geosphere"
"2-s2.0-78349265349","Geosp","Geosphere"
"2-s2.0-38949171276","Geosp","Geosphere"
"2-s2.0-39549107332","Geosp","Geosphere"
"2-s2.0-51249090536","Geosp","Geosphere"
"2-s2.0-51049101921","Geosp","Geosphere"
"2-s2.0-45549093681","Geosp","Geosphere"
"2-s2.0-39449097006","Geosp","Geosphere"
"2-s2.0-46049102167","Geosp","Geosphere"
"2-s2.0-66049141669","Geosp","Geosphere"
"2-s2.0-41049106341","Geosp","Geosphere"
"2-s2.0-39549088883","Geosp","Geosphere"
"2-s2.0-42949083389","Geosp","Geosphere"
"2-s2.0-41049113138","Geosp","Geosphere"
"2-s2.0-55549115954","Geosp","Geosphere"
"2-s2.0-78349244804","Geosp","Geosphere"
"2-s2.0-41049090026","Geosp","Geosphere"
"2-s2.0-38149105918","Geosp","Geosphere"
"2-s2.0-71849086529","Geosp","Geosphere"
"2-s2.0-41049117088","Geosp","Geosphere"
"2-s2.0-53149120985","Geosp","Geosphere"
"2-s2.0-39649107580","Geosp","Geosphere"
"2-s2.0-42649137231","Geosp","Geosphere"
"2-s2.0-45849136315","Geosp","Geosphere"
"2-s2.0-49449093798","Geosp","Geosphere"
"2-s2.0-42749089445","Geosp","Geosphere"
"2-s2.0-70349426849","Geosp","Geosphere"
"2-s2.0-84892156488","Geosp","Geosphere"
"2-s2.0-53349164508","Geosp","Geosphere"
"2-s2.0-41049108014","Geosp","Geosphere"
"2-s2.0-41049117926","Geosp","Geosphere"
"2-s2.0-39449127120","Geosp","Geosphere"
"2-s2.0-57049106772","Geosp","Geosphere"
"2-s2.0-51249091441","Geosp","Geosphere"
"2-s2.0-41049083862","Geosp","Geosphere"
"2-s2.0-71849089310","Geosp","Geosphere"
"2-s2.0-42749085779","Geosp","Geosphere"
"2-s2.0-46049110337","Geosp","Geosphere"
"2-s2.0-62149136974","Geosp","Geosphere"
"2-s2.0-71849096489","Geosp","Geosphere"
"2-s2.0-54249149892","Geosp","Geosphere"
"2-s2.0-57549108130","Geosp","Geosphere"
"2-s2.0-51449086507","Geosp","Geosphere"
"2-s2.0-38649088878","Human","Human"
"2-s2.0-51949087866","Human","Human"
"2-s2.0-71849086747","Human","Human"
"2-s2.0-63149146653","Human","Human"
"2-s2.0-77954248785","Human","Human"
"2-s2.0-78349285160","Human","Human"
"2-s2.0-84861124391","Human","Human"
"2-s2.0-84992944173","Human","Human"
"2-s2.0-63049108078","Human","Human"
"2-s2.0-57149109340","Human","Human"
"2-s2.0-41549169539","Human","Human"
"2-s2.0-51249097739","Ocean","Oceans"
"2-s2.0-57749192669","Ocean","Oceans"
"2-s2.0-49849103121","Ocean","Oceans"
"2-s2.0-59049085290","Ocean","Oceans"
"2-s2.0-51449105918","Ocean","Oceans"
"2-s2.0-58249088323","Ocean","Oceans"
"2-s2.0-40249096494","Space","Space"
"2-s2.0-66249093501","Space","Space"
"2-s2.0-66749114936","Space","Space"
"2-s2.0-34548594088","Atmos","Atmosphere"
"2-s2.0-35348962099","Atmos","Atmosphere"
"2-s2.0-49249090629","Atmos","Atmosphere"
"2-s2.0-34848870603","Atmos","Atmosphere"
"2-s2.0-34548076149","Atmos","Atmosphere"
"2-s2.0-34547197432","Atmos","Atmosphere"
"2-s2.0-34250808945","Atmos","Atmosphere"
"2-s2.0-33847725348","Atmos","Atmosphere"
"2-s2.0-36849003002","Atmos","Atmosphere"
"2-s2.0-34548591603","Atmos","Atmosphere"
"2-s2.0-34547862790","Atmos","Atmosphere"
"2-s2.0-33846396801","Atmos","Atmosphere"
"2-s2.0-33847657008","Atmos","Atmosphere"
"2-s2.0-33846608578","Atmos","Atmosphere"
"2-s2.0-34848912307","Bio","Bioshpere"
"2-s2.0-34548074973","Bio-M","Biosphere - Marine"
"2-s2.0-34247635535","Bio-M","Biosphere - Marine"
"2-s2.0-34250651659","Bio-M","Biosphere - Marine"
"2-s2.0-34547454169","Bio-M","Biosphere - Marine"
"2-s2.0-34547734983","Bio-M","Biosphere - Marine"
"2-s2.0-34948870925","Bio-M","Biosphere - Marine"
"2-s2.0-33846556027","Bio-M","Biosphere - Marine"
"2-s2.0-38849136656","Bio-M","Biosphere - Marine"
"2-s2.0-34247542053","Bio-M","Biosphere - Marine"
"2-s2.0-36448986989","Bio-M","Biosphere - Marine"
"2-s2.0-35848933692","Bio-M","Biosphere - Marine"
"2-s2.0-34250005104","Bio-M","Biosphere - Marine"
"2-s2.0-33846875651","Bio-M","Biosphere - Marine"
"2-s2.0-34247567028","Bio-M","Biosphere - Marine"
"2-s2.0-34248145456","Bio-M","Biosphere - Marine"
"2-s2.0-38449094341","Bio-M","Biosphere - Marine"
"2-s2.0-33847237651","Bio-M","Biosphere - Marine"
"2-s2.0-34250662346","Bio-M","Biosphere - Marine"
"2-s2.0-34848861345","Bio-M","Biosphere - Marine"
"2-s2.0-36849020584","Bio-M","Biosphere - Marine"
"2-s2.0-34250850245","Bio-M","Biosphere - Marine"
"2-s2.0-58149218067","Bio-M","Biosphere - Marine"
"2-s2.0-36049012476","Bio-M","Biosphere - Marine"
"2-s2.0-33845641342","Bio-M","Biosphere - Marine"
"2-s2.0-34248385764","Bio-T","Biosphere - Terrestrial"
"2-s2.0-34248358299","Bio-T","Biosphere - Terrestrial"
"2-s2.0-34250759399","Bio-T","Biosphere - Terrestrial"
"2-s2.0-40549115028","Bio-T","Biosphere - Terrestrial"
"2-s2.0-34248998073","Bio-T","Biosphere - Terrestrial"
"2-s2.0-34250363455","Bio-T","Biosphere - Terrestrial"
"2-s2.0-35248824541","Bio-T","Biosphere - Terrestrial"
"2-s2.0-35348903850","Bio-T","Biosphere - Terrestrial"
"2-s2.0-33846895238","Bio-T","Biosphere - Terrestrial"
"2-s2.0-33846813968","Bio-T","Biosphere - Terrestrial"
"2-s2.0-35848961682","Bio-T","Biosphere - Terrestrial"
"2-s2.0-34548059214","Bio-T","Biosphere - Terrestrial"
"2-s2.0-34548652067","Cryos","Cryosphere"
"2-s2.0-34250894524","Cryos","Cryosphere"
"2-s2.0-34250760839","Cryos","Cryosphere"
"2-s2.0-34250721591","Cryos","Cryosphere"
"2-s2.0-77955856474","Cryos","Cryosphere"
"2-s2.0-33846357021","Cryos","Cryosphere"
"2-s2.0-84919624244","Cryos","Cryosphere"
"2-s2.0-34249910874","Cryos","Cryosphere"
"2-s2.0-68949116913","Cryos","Cryosphere"
"2-s2.0-36849009711","Geosp","Geosphere"
"2-s2.0-34548678893","Geosp","Geosphere"
"2-s2.0-34247574771","Geosp","Geosphere"
"2-s2.0-35848940288","Geosp","Geosphere"
"2-s2.0-34547817021","Geosp","Geosphere"
"2-s2.0-33845589408","Geosp","Geosphere"
"2-s2.0-35348945424","Geosp","Geosphere"
"2-s2.0-39449114792","Geosp","Geosphere"
"2-s2.0-35748972094","Geosp","Geosphere"
"2-s2.0-36749023366","Geosp","Geosphere"
"2-s2.0-34247480879","Geosp","Geosphere"
"2-s2.0-39449110688","Geosp","Geosphere"
"2-s2.0-34248587920","Geosp","Geosphere"
"2-s2.0-39449130137","Geosp","Geosphere"
"2-s2.0-39449136486","Geosp","Geosphere"
"2-s2.0-38549091526","Geosp","Geosphere"
"2-s2.0-39449130766","Geosp","Geosphere"
"2-s2.0-34548801914","Geosp","Geosphere"
"2-s2.0-39549115660","Geosp","Geosphere"
"2-s2.0-39449126173","Geosp","Geosphere"
"2-s2.0-34447249554","Geosp","Geosphere"
"2-s2.0-39449139044","Geosp","Geosphere"
"2-s2.0-39449131125","Geosp","Geosphere"
"2-s2.0-34248549427","Human","Human"
"2-s2.0-40549083788","Human","Human"
